"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"46",46,0.795465657090377,0.111008493089234,1,0,-0.109576808355795
"47",47,0.847931602922635,0.0952924792245908,1,0,0.0214692067996811
"48",48,1.13322045845558,0.114899043087811,1,0,0.208725243016523
"49",49,0.893677692570782,0.0898422110069554,1,0,0.0944666375360055
"50",50,0.551360624275407,0.0747848344584372,1,0,-0.172563548016779
"51",51,0.583670614180328,0.0944996695550284,0,0,0.0111722664051857
"52",52,0.749278855626443,0.107853419800137,0,0,0.110011756625759
"53",53,0.619686300765654,0.0999127273156153,0,0,0.0201226641875775
"54",54,0.659700878609818,0.105555158854533,0,0,0.031925084337153
"55",55,0.445171442675285,0.0903909788482997,0,0,-0.106783451566213
"56",56,0.683572166430865,0.107625313411419,0,0,0.0454455993737713
"57",57,0.548172698565492,0.10245271068044,0,0,-0.0640908548367051
"58",58,0.745867854352974,0.106058508301784,0,0,0.115575312844056
"59",59,0.731097312755499,0.0915274943914932,0,0,0.173459840798033
"60",60,0.626922951220376,0.105488120540579,0,0,-0.000517651482519023
"61",61,0.51437885161577,0.0932158399617117,0,0,-0.0517003481927882
"62",62,0.695150083296699,0.0946808828253938,0,0,0.12174566916973
"63",63,0.410727962885609,0.092141295598937,0,0,-0.149978515109076
"64",64,0.473108378602801,0.103144708457961,0,0,-0.142615163687003
"65",65,0.559215533767075,0.0895167001078839,0,0,0.0116320332276552
"66",66,0.689869693290818,0.110254995417915,0,0,0.0385947162012434
"67",67,0.640592483233256,0.108725895335481,0,0,-0.00303699344414701
"68",68,0.630192948157862,0.104889864462496,0,0,0.00574362584538043
"69",69,0.572129930099489,0.103743892590783,0,0,-0.0465895328544283
"70",70,0.502496937370136,0.0878523903521273,0,0,-0.0367650143905004
"71",71,0.522496940056778,0.0805049388293499,0,0,0.0199722459100285
"72",72,0.389807887327398,0.105684249100717,0,0,-0.238613358176186
"73",73,0.533102876842929,0.100306603069195,0,0,-0.0684301385030455
"74",74,0.709141488729151,0.111625944734616,0,0,0.0510117650560692
"75",75,0.529312706844473,0.0925740879279567,0,0,-0.0335577327953103
"76",76,0.652107420568297,0.11769550845129,0,0,-0.036370121688152
"77",77,0.519565033612009,0.104113650318835,0,0,-0.101003217982166
"78",78,0.759477885166048,0.0886090818951513,0,0,0.216432475690292
"79",79,0.539852789152666,0.0894788626849617,0,0,-0.00754152427214282
"80",80,0.707276942989132,0.0981464304205778,0,0,0.116544790886244
"81",81,0.560933225033945,0.104190110107885,0,0,-0.0600173255054795
"82",82,0.62373267748159,0.102605488164516,0,0,0.0107052366590107
"83",83,0.630805866706618,0.0915254057064804,0,0,0.0731788381742162
"84",84,0.507219290405915,0.0813054683902941,0,0,0.000691948454444725
"85",85,0.547243221796703,0.0944237430955433,0,0,-0.0248754936810133
"86",86,0.664957919717055,0.108552764277669,0,0,0.0221940983287098
"87",87,0.484724466901071,0.104241592026322,0,0,-0.13648349323054
"88",88,0.696986020893773,0.102433940037937,0,0,0.0848163207040885
"89",89,0.677710286349094,0.100704504438603,0,0,0.0741877641560815
"90",90,0.491938763191371,0.10532021811661,0,0,-0.13466232739168
"91",91,0.701600281569785,0.105507285546421,0,0,0.0740638538376813
"92",92,0.78067011678536,0.101053469672647,0,0,0.175402768422124
"93",93,0.553114148836791,0.0965091483203088,0,0,-0.0294315927647528
"94",94,0.512223334757742,0.0861794718655567,0,0,-0.0186740245700414
"95",95,0.431734634325164,0.107402416986817,0,0,-0.205277450608921
"96",96,0.586595597664078,0.0855700195334477,0,0,0.0587454999968391
"97",97,0.521784006392868,0.0910745828441107,0,0,-0.0335889078276856
"98",98,0.648994715914845,0.0956957650057556,0,0,0.0705158908860674
"99",99,0.570104552037977,0.0877438792142082,0,0,0.031385155966936
"100",100,0.663775683693039,0.105612944221699,0,0,0.0357109625845434
=======
"1",1,0.768450661111381,0.0930472637900615,1,0,-0.0467856578389258
"2",2,1.02675760287439,0.108724433000463,1,0,0.133135437872074
"3",3,0.77796120795614,0.106786206271738,1,0,-0.105969823402551
"4",4,0.642295750504655,0.0831846351746001,1,0,-0.123627425368346
"5",5,0.51696041678524,0.108400212613405,1,1,0.124959353718212
"6",6,1.06550022530485,0.109047203130954,1,0,0.170264209650077
"7",7,0.810074677398978,0.0764661267207959,1,0,0.0777440437949987
"8",8,0.81798005722408,0.0952993320452474,1,0,-0.0085166030021567
"9",9,0.752409428071678,0.0909273017211559,1,0,-0.0522270805341017
"10",10,0.834923985620118,0.0891114767462916,1,0,0.0393666018886605
"11",11,0.750845675081757,0.0899122399257081,1,0,-0.048715524546784
"12",12,0.839158629752756,0.0922304804948404,1,0,0.028006227278554
"13",13,0.914746750519395,0.106947423934362,1,0,0.0300096308475826
"14",14,0.993532943489704,0.107781415824268,1,0,0.104625864368362
"15",15,0.798275685605127,0.112745509072184,1,0,-0.115451859755795
"16",16,0.713214264148436,0.0876794615857547,1,0,-0.0751830437803379
"17",17,0.861161160312036,0.101287057773842,1,0,0.00472587144282697
"18",18,0.706625381014294,0.0987465048329157,1,0,-0.137107143150284
"19",19,0.784977525668185,0.108492589965027,1,0,-0.10748542415695
"20",20,0.880247036667676,0.0896639944636431,1,0,0.0819270643494602
"21",21,0.804268474326342,0.0968959806835449,1,0,-0.0302114290913823
"22",22,0.805354778548797,0.0966097498436303,1,0,-0.0276939706693542
"23",23,0.311992452004792,0.0935228892887577,1,1,-0.00562199443899641
"24",24,0.952066504588781,0.0969026974347932,1,0,0.117553017414815
"25",25,0.820413252565987,0.118410504733839,1,0,-0.121639271103206
"26",26,1.07190932006375,0.112238455331641,1,0,0.160717043405548
"27",27,0.855407113942775,0.0969977301258975,1,0,0.0204184633132876
"28",28,0.797520476219359,0.0977971415244291,1,0,-0.0414652314027866
"29",29,0.914089203793131,0.127512310914764,1,0,-0.0734723507806908
"30",30,0.973307700474453,0.0901207750979494,1,0,0.172703824984706
"31",31,0.853128595439212,0.107179149071826,1,0,-0.0327671499199196
"32",32,0.763869109776142,0.0907559259921669,1,0,-0.0399105201846925
"33",33,0.794142120590251,0.088408044264679,1,0,0.00210189926685571
"34",34,1.10310632962029,0.11731019964571,1,0,0.166555331391743
"35",35,0.912556079558439,0.110828074370338,1,0,0.00841570770674809
"36",36,0.713547541522816,0.0887773126848731,1,0,-0.0803390219015497
"37",37,0.788887737624191,0.104236121025383,1,0,-0.0822928675027247
"38",38,0.918833752239783,0.0999771885486662,1,0,0.0689478094964514
"39",39,1.01718174682128,0.114817043137117,1,0,0.0930965311356926
"40",40,0.973626727402745,0.0986686574007353,1,0,0.130283440399068
"41",41,0.754158985332997,0.0789933880587137,1,0,0.00919204503942905
"42",42,1.05253353239012,0.124507128737977,1,0,0.0799978887002304
"43",43,0.988001350882813,0.126911176392884,1,0,0.00344546891839288
"44",44,0.256060966860797,0.0920649545673939,1,1,-0.0542638059761722
"45",45,0.824078756580422,0.0949318739159293,1,0,-0.000580612999224512
"46",46,0.884464016033251,0.0961673794452562,1,0,0.0536271188069701
"47",47,0.849071704725778,0.0986099769908897,1,0,0.0060218197713298
"48",48,0.768940500686911,0.0984594060248654,1,0,-0.0733565294374166
"49",49,0.794843486481964,0.103658977572133,1,0,-0.0734514013787005
"50",50,0.831847260091049,0.089913636031867,1,0,0.0322790799317142
"51",51,0.684749180747853,0.108932346558497,0,0,0.0400874479553663
"52",52,0.526095031705915,0.106060917714033,0,0,-0.104209556864249
"53",53,0.502625783398613,0.0794742424661585,0,0,0.00525457106782065
"54",54,0.64286931114379,0.103922367371908,0,0,0.0232574742842516
"55",55,0.80022060399943,0.122372743596015,0,0,0.0883568860193562
"56",56,0.623571362798125,0.115463313942692,0,0,-0.0537452069153336
"57",57,0.637660305592844,0.10591288479754,0,0,0.00809588160514432
"58",58,0.531969922828289,0.110660453362344,0,0,-0.121332343983431
"59",59,0.531181488914249,0.0952692219759,0,0,-0.0451646209652506
"60",60,0.466852067919006,0.0870148263975893,0,0,-0.068222064068941
"61",61,0.813897841919947,0.101575575409191,0,0,0.206019964873994
"62",62,0.805982024370571,0.106122445192453,0,0,0.175369798408304
"63",63,0.69194738118928,0.108799138185646,0,0,0.0479516902610517
"64",64,0.769213127689333,0.109113864594202,0,0,0.12364380471832
"65",65,0.489941402526472,0.0894635632605381,0,0,-0.0573764137762186
"66",66,0.626855837963227,0.118263621914649,0,0,-0.0644622716100176
"67",67,0.655710264215674,0.0947242196095105,0,0,0.0820891661681215
"68",68,0.516836926447738,0.0744950221713667,0,0,0.0443618155909045
"69",69,0.545322384751519,0.0981622373046987,0,0,-0.0454888017719744
"70",70,0.710329418965972,0.101621488638497,0,0,0.102221975773489
"71",71,0.699981377708425,0.0958679829596307,0,0,0.120641462910272
"72",72,0.698691304497973,0.110148707567188,0,0,0.0479477666620319
"73",73,0.341598679511028,0.0696741072011777,0,0,-0.10677185649486
"74",74,0.574902705116534,0.0903645272669766,0,0,0.023080068781651
"75",75,0.581795081620904,0.0992920373209554,0,0,-0.0146651049838734
"76",76,0.552066952068815,0.0998130962638848,0,0,-0.0469985292506088
"77",77,0.679065172421281,0.102330589677776,0,0,0.0674122240323987
"78",78,0.408470210819591,0.0919516670089031,0,0,-0.151288124224925
"79",79,0.656626490601502,0.106332739804155,0,0,0.0249627915807254
"80",80,0.795085277737904,0.108122435096181,0,0,0.154473102256998
"81",81,0.536020143734224,0.0967471885544657,0,0,-0.0477157990381043
"82",82,0.629607963595689,0.10174360892357,0,0,0.0208899189778406
"83",83,0.62570771168335,0.105481789522223,0,0,-0.00170123592776513
"84",84,0.857023224939924,0.113857785928329,0,0,0.18773429529828
"85",85,0.569084775934193,0.10889731834447,0,0,-0.0754018157881571
"86",86,0.456832097081515,0.0966991453165801,0,0,-0.126663629501386
"87",87,0.523412079520175,0.109325055401098,0,0,-0.123213197485315
"88",88,0.722025634502583,0.0939151500596897,0,0,0.152449884204134
"89",89,0.542885096391206,0.100837901642809,0,0,-0.0613044118228414
"90",90,0.666237654506703,0.0964058464322756,0,0,0.0842084223453257
"91",91,0.582907495627471,0.103653428698677,0,0,-0.035359647865913
"92",92,0.471569815266646,0.0953112545807748,0,0,-0.104986457637228
"93",93,0.788512100921405,0.0972166468703917,0,0,0.202428866569447
"94",94,0.414801366210945,0.104343050223303,0,0,-0.206913884905569
"95",95,0.62981121260188,0.109996683395969,0,0,-0.0201722043779651
"96",96,0.648249841064146,0.102255346251084,0,0,0.0369731098087232
"97",97,0.559136108130198,0.100615657992661,0,0,-0.0439421818331077
"98",98,0.613922501860027,0.104033398961803,0,0,-0.00624449294898792
"99",99,0.588609667982509,0.0996082086814189,0,0,-0.00943137542458606
"100",100,0.623063932182147,0.106549890602582,0,0,-0.00968552083076581
>>>>>>> cd395154a27491c289551990a8661020a6d609fd
